In terms of distribution , many companies add preservatives to canned longan .	longan	George Munro , 5th Baron of Foulis also appears on the Munro family tree of 1734 .	tree	1
By the time the boarding party reached the lugger , the master and ten crewmen had fled .	lugger	The Marengo light commercial vehicle derivatives only have two seats , and have only been equipped with diesel engines .	vehicle	1
The Wooded Area was once home to Rosecroft Begonia Gardens , a several-acre begonia garden which was a tourist attraction for several decades .	begonia	"Engraved on the tree is "" W.A. Mine 1874 "" ."	tree	0
Radicchio farmers of the Veneto have sought to have Protected Geographical Status applied to the names of some radicchio varieties including ' Tardivo ' .	radicchio	Dragon 's blood tree Dragon 's blood tree is a common name for several plants and may refer to :	tree	0
He invented in other areas too : for example , a rotary snowplow .	snowplow	His private motor vehicle had also been purchased with the help of certain businessmen , the parliamentarian claimed .	vehicle	1
The fish has an elongated body of a uniform sallow yellowish color .	sallow	The breadnut tree can provide as much as 86 % of the monkey 's diet during some seasons .	tree	1
He painted murals on the walls of the rathskeller of Dartmouth 's Thayer Hall illustrating a song about college founder Eleazer Wheelock .	rathskeller	As of 2005 , the vehicle is still in St. Louis , where it is undergoing restoration .	vehicle	0
Murray won the 18 ft skiff world title , the JJ Giltinan International Trophy , for a record six consecutive years from 1977 to 1982 .	skiff	Less commonly , power steering fluid , brake fluid , and other hydraulic fluids may be cooled by an auxiliary radiator on a vehicle .	vehicle	1
In 2003 the President of Madagascar vowed to triple the number of protected areas , a measure which may benefit the Grandidier 's baobab .	baobab	Once , his mother found him under a tree , sleeping obviously from reading Don Quixote , the book of Baao , found beside him .	tree	1
During his lifeboat career Billy had been involved in many services of note .	lifeboat	With a total sales of 250,790 for the year of 2002 , it became the best-selling vehicle in Japan , which is a first for a Honda model .	vehicle	1
They are thus small in length , as they do not need to span a wide area as a jointer plane does .	jointer	There have also been observed instances of tool use methods which do not involve stone or kelp , but rather parts of the prey itself .	tool	1
Maxillaria tenuifolia Maxillaria tenuifolia , the delicate-leafed maxillaria or coconut pie orchid , is a species of orchid ranging from Mexico to Nicaragua and possibly Costa Rica .	maxillaria	"A black poplar tree ( "" Populus nigra "" ) was planted at Wolfson College on 22 November 2004 in his memory ."	tree	0
"Janoski was sponsored by the Expedition One skateboard deck company and appeared in the video "" Alone "" ."	skateboard	The building has had bigger play grounds , better infrastructure and highly qualified and experienced staff .	building	0
Odontoglossum constrictum Odontoglossum constrictum , the constricted odontoglossum , is a species of orchid found from Colombia to northern Venezuela .	odontoglossum	Doc then saw the flower that uses to have the sap and said that he 'll have Pachacutec analyze it .	flower	1
The institution was opened for both boys and girls in a bungalow named Westward Ho in High Grounds .	bungalow	It is the same building that later housed the Michelin starred restaurant De Vlindertuin .	building	1
Two years later , the dredger 's captain is prosecuted for failing to keep a proper lookout on the boat , but is cleared .	dredger	Later on , due to an aging building , a new school building was constructed in Mount Zion , West Virginia .	building	0
Tourists in Dandong can take speedboat rides along the North Korean side of the Yalu and up its tributaries .	speedboat	With a total sales of 250,790 for the year of 2002 , it became the best-selling vehicle in Japan , which is a first for a Honda model .	vehicle	1
"The model is based upon studies of mutants in "" Arabidopsis thaliana "" and snapdragon , "" Antirrhinum majus "" ."	snapdragon	"Today the plant is referred to as the "" ti tree "" ."	tree	0
The turpentine of the terebinth is now called Chian , Scio , or Cyprian turpentine .	terebinth	Golden tree Golden tree may refer to :	tree	1
The species reported include common spotted-orchid , marsh pennywort , common valerian , skullcap and creeping jenny .	valerian	The inflorescence is generally made up of a single funnel-shaped flower with a yellow throat and a tiny white or pale blue corolla less than wide .	flower	1
Toboggan A toboggan is a simple sled which is a traditional form of transport used by the Innu and Cree of northern Canada .	toboggan	It is a Grade II listed building .	building	0
"The fourth genus of New Zealand native legumes is "" Sophora "" , represented by eight species of kowhai ."	kowhai	The flowers are only known from one immature flower on the type specimen .	flower	0
Waitzia acuminata Waitzia acuminata , commonly known as orange immortelle , is an annual herb in the family Asteraceae .	immortelle	The largest part of the flower is the dorsal sepal which is long and wide .	flower	1
' On an HAA 4.5-inch position of 44th AA Brigade in Manchester , the power rammer on one gun failed .	rammer	A bogus or dishonest law firm is a valuable tool to a scammer in various ways .	tool	1
It covers including a high aviary and is home to grizzly bears , bald eagles , otters , red wolves , and coyotes .	aviary	A system of valves or baffles , or both , is usually incorporated to simultaneously operate a small radiator inside the vehicle .	vehicle	0
As Jim and the captain look on incredulously , Irene then goes off happily with Dascom in the dogsled .	dogsled	Sources Almost from the moment Trump bought the Generals , he sought to use them as a vehicle to get an NFL team .	vehicle	1
Keith Bontrager Keith Bontrager ( ; born December 18 , 1954 ) is a motorcycle racer who became a pioneer in the development of the modern mountain bike .	motorcycle	Daido stainless tool steels used for kitchen knives and scissors .	tool	0
He wields a high-tech adamantium vibro-axe and has a disc-shaped hovercraft for personal transportation .	hovercraft	Byblos is a restaurant serving Eastern Mediterranean and Moroccan food , located on Duncan Street near King Street West inside the Storys building in Toronto 's Entertainment District .	building	0
Significant elevation changes occur as crews hike through the open ponderosa forest and participate in the program .	ponderosa	Each flower head has about 20 blue or purple ( rarely white ) ray flowers but no disc flowers .	flower	0
Caff ( disambiguation ) A caff is a small , cheap British eatery or British cafe It may also refer to :	caff	It becomes a vehicle to express Caribbean identity .	vehicle	0
Adjacent to the university masjid , a separate library for Islamic and religious books is situated .	masjid	All grades are in the same building .	building	1
18 July : Two militants entered a teashop , shot Lek Pongpla , a Buddhist cloth vendor , beheaded him and left the head outside of the shop .	teashop	Ridge Avenue Farmers ' Market Ridge Avenue Farmers ' Market was a historic farmers ' market building located in the Francisville neighborhood of Philadelphia , Pennsylvania .	building	1
Harcourt House was built for the Harcourt family in the 15th and mid-16th centuries , and its gatehouse was added about 1540 .	gatehouse	Several Services Québec offices are located in the same building as service centres for the Société de l’assurance automobile du Québec .	building	1
The biggest attraction is to navigate the waterway in a kayak , canoe , fishing boat or a motorboat .	motorboat	The prime contractor was Rockwell International , which built a SVN 12 qualification vehicle after an amendment to the Block I contract .	vehicle	1
The upper floor remains a restaurant and re-opened in November 2015 .	restaurant	The Gyeongbu Line was originally constructed as a vehicle of colonialism .	vehicle	0
Dendrobium moschatum Dendrobium moschatum , the musky-smelling dendrobium , is a species of orchid .	dendrobium	The flowers are only known from one immature flower on the type specimen .	flower	1
Unfortunately for Bohannan , a year later Loblolly Stable owner John Ed Anthony and his ex-wife disbanded the operation and Bohannan set up a public stable .	stable	At 8:30 AM with the highway slippery and visibility reduced due to thick fog , their vehicle collided with another car near Mt. Pleasant , Michigan .	vehicle	0
The Pando quaking aspen grew from one trunk to 47,000 trunks via adventitious bud formation on a single root system .	aspen	The company also exchanges information with other partners in the vegetable chain , such as retailers , food manufacturing companies , vegetable processing companies and restaurants .	vegetable	0
On the site of the charterhouse a hunting lodge was later constructed .	charterhouse	It is a Grade II listed building .	building	1
At the rear façade is a terrassed lawn and an orangery .	orangery	Neal then crashed his vehicle into a car , which killed and injured two people .	vehicle	0
Life on board the lightship was marked by long stretches of monotony and boredom intermixed with riding gale-force storms .	lightship	The building continued to function as a cider house into the middle of the twentieth century .	building	0
As of October 19 , 2016 , Allegiant Air transitioned its flights to Sonoma County from the 166 seat MD-83 to the 155 seat Airbus A319 jetliner .	jetliner	Scap said his company fabricates parts for Boeing and for several helicopter companies and owns five vehicle dealerships in Connecticut .	vehicle	1
Delphinium trolliifolium Delphinium trolliifolium is a species of larkspur known by the common names poison delphinium , cow poison , and Columbian larkspur .	delphinium	"The generic name "" Caltha "" has been derived from the ( kalathos ) , means "" goblet "" , and refers to the shape of the flower ."	flower	1
The Boeing 777 twinjet features the largest and most powerful jet engine , the General Electric GE90 .	twinjet	On the west shoreline of Lake Allegan , there still exists the building foundations of a P.O.W. camp that housed German prisoners during World War II .	building	0
Mrs. Betty Gray worked as a volunteer in the lunchroom for five years .	lunchroom	The van lost control and collided head on with a semi-truck , after which the vehicle burst into flames .	vehicle	0
Odontoglossum blandum Odontoglossum blandum , the charming odontoglossum , is a species of orchid found from Ecuador to Peru .	odontoglossum	The largest part of the flower is the dorsal sepal which is long and wide .	flower	1
"The community is the birthplace of the snowmobile , with the first "" motor toboggan "" built by Carl Eliason in 1924 ."	snowmobile	The weapon is primarily designed to engage targets in shallow water , especially midget submarines , swimmer delivery vehicle , human torpedo and other special operation uses .	vehicle	1
The gatehouse is located at the northeast corner of Campus Drive and Sycamore Street .	gatehouse	The building is U-shaped in plan , facing east with a concrete foundation under the central portion and stone foundations under the wings .	building	1
He supported himself by playing piano in the bar of a steakhouse on weekends .	steakhouse	"In Nîmes , the festival occurs in the recent cultural building "" Paloma "" ."	building	1
An article by vanda expert Martin Motes published in the American Orchid Society magazine provides more information .	vanda	"Similar in form to a miniature "" Phalaenopsis lueddemanniana "" , the colour of the flower is similar to that of "" Phalaenopsis mariae "" ."	flower	1
Possessing himself a carrack which he could not leave behind , Murat Reis took the opportunity to surround an isolated Portuguese galleon , commanded by Gonçalo Pereira Marramaque .	galleon	The rectangular - story brick foundry building remains a Manistee landmark .	building	0
The show always features jungle-like scenery with a jeep , plants and huts , and has been always broadcast at the evening of each Thursday .	jeep	Less commonly , power steering fluid , brake fluid , and other hydraulic fluids may be cooled by an auxiliary radiator on a vehicle .	vehicle	1
Also on the property is a 19th-century barn , a small early 20th-century greenhouse , and an early 20th-century caretaker 's house .	greenhouse	Muelya , Winter , Zimmer and the driver of the vehicle were seriously injured while the two occupants of the other vehicle died in the crash .	vehicle	0
As a logical principle , Occam 's razor would demand that scientists accept the simplest possible theoretical explanation for existing data .	razor	Six men were seen leaving the vehicle .	vehicle	0
Amentotaxus argotaenia Amentotaxus argotaenia , the catkin yew , is a species of conifer in the Taxaceae family .	catkin	They are unusual in their blooms , which actually consist of three separate flowers appearing to be a single flower .	flower	1
The 1970 ski chalet was designed by Dennis Jurow using glulam wood beams that sweep upward to a line of skylights .	chalet	The church has an entrance archway with squat Syrian columns ; and the building features a prominent front gable , chimneys , towers and pinnacles .	building	1
"Gulliver himself , in their company , builds the sails of his skiff from "" Yahoo skins "" ."	skiff	Some otters have developed very specific , individual behaviors that do not necessarily demonstrate tool use , but do demonstrate dexterity .	tool	0
"The fourth genus of New Zealand native legumes is "" Sophora "" , represented by eight species of kowhai ."	kowhai	"Names such as "" Coös "" , as in Coös County , New Hampshire , are derivative from this type of tree ."	tree	1
However , the Church of England was very different from the kirk in both governance and doctrine and even Scottish bishops viewed many English practices as essentially Catholic .	kirk	They lived in a large house in Symonds Street , which is listed as a Category I heritage building .	building	1
Two were sunk in 1980 by Iraqi exocet ASM and aerial bombs .	exocet	The basic building block is shown in the figure ) .	building	0
""" Entertainment Weekly "" mocked the actress 's "" frozen face "" and "" blank stare "" and called the film a "" dinky , tin-eared production "" ."	dinky	The building is considered to be the largest wooden building in Europe and the second largest in the world ( Tōdai-ji Buddhist Temple being the largest ) .	building	0
Forests occupy 19.3 % of the district and are complemented by oak , ash , lime , hornbeam , acacia and others .	hornbeam	Both subspecies are emergent tree , up to 60 m tall , in mixed dipterocarp forest .	tree	1
Shortly after touchdown when they entered the snow cloud the plane struck the snow plow .	plow	This strategy targets avoiding building products that customers do not want and seeks to maximize information about the customer per amount of money spent .	building	0
The stiffer the bushings , the more resistant the skateboard is to turning .	skateboard	The engine of this vehicle was two-stage supercharged and was , in 1988 , reportedly in a museum in The Netherlands .	vehicle	1
Ray storms Mendoza 's alcazar and fights his way to Molly 's cell , but Mendoza traps them both inside and sets fire to the cell .	alcazar	On the west shoreline of Lake Allegan , there still exists the building foundations of a P.O.W. camp that housed German prisoners during World War II .	building	1
Rob Wilson made his stockcar racing debut in the 1994 GMC Trucks 200K , a NASCAR Busch North Series race at Lime Rock Park .	stockcar	While 583 people were economically active : 372 commuted by motor vehicle and 61 commuted by public transport , the average Albury commuter travelled .	vehicle	1
When Morgan is let out of solitary , he escapes by switching places with a corpse on the way to the morgue .	morgue	In 1935 , the very first Datsun-badged vehicle was shipped to Britain by car magnate Sir Herbert Austin .	vehicle	0
Caff ( disambiguation ) A caff is a small , cheap British eatery or British cafe It may also refer to :	caff	The building started out as a cinderblock garage .	building	1
Formula 2 Stockcar Manx Open F2 TT The stockcar racing is a contact motorsport where the more experienced drivers start at the rear of each race .	stockcar	The cost of electronic devices in a modern locomotive can be up to 50 % of the cost of the vehicle .	vehicle	1
"Popular parang instruments include the cuatro ( a small , four-string guitar ) and maracas ( locally known as "" chac-chacs "" ) ."	parang	Since then , cryptography has become a widely used tool in communications , computer networks , and computer security generally .	tool	1
"Captain Squeege is a sea sponge who is the captain of the "" Queen Aleena "" showboat ."	showboat	Later on , due to an aging building , a new school building was constructed in Mount Zion , West Virginia .	building	0
Significant object made from the tree include the gavel for the Supreme Court of Canada and the speaker 's podium for Toronto City Council .	gavel	They used fluid dynamic simulations to model the interaction of a vehicle ( like that proposed by Alcubierre ) with the zero-point field .	vehicle	0
The film stars Karen LeBlanc as Jude , a widowed single mother undergoing treatment for sickle cell disease .	sickle	"Senator Coburn 's "" Wastebook "" series has been lauded as important tool for detecting wasteful federal spending and as guide for how to cut the U.S. deficit ."	tool	1
The clubhouse contained a basement rathskeller pub , a main floor parlor and dining room , and a second floor ballroom overlooking the White River .	rathskeller	The mounds are on private property but can be observed some five miles in the distance by vehicle .	vehicle	0
On 4 July , she intercepted and tracked a large freighter , but discovered the intended target was a hospital ship and held her fire .	ship	Originally the building was part of Fosters ' Bank and the name still exists over the doorway .	building	0
Forests occupy 19.3 % of the district and are complemented by oak , ash , lime , hornbeam , acacia and others .	hornbeam	The first flower was awarded in 2007 .	flower	0
"Common chicory includes types such as "" radicchio "" , "" puntarelle "" , and Belgian endive ."	radicchio	Its colors are green and white and its emblem is a flower .	flower	0
She finds a slaughterhouse and attacks Leatherface with a meat cleaver , severing his right arm .	cleaver	The Marengo light commercial vehicle derivatives only have two seats , and have only been equipped with diesel engines .	vehicle	0
Desperate to get back in , he buys heroin to use as an anaesthetic in an attempt to personally remove his new gums with a razorblade .	razorblade	As of 2005 , the vehicle is still in St. Louis , where it is undergoing restoration .	vehicle	0
The first was by the U.S. Army during World War I an effort to log the spruce forests around Lake Crescent for warplane production .	warplane	Less commonly , power steering fluid , brake fluid , and other hydraulic fluids may be cooled by an auxiliary radiator on a vehicle .	vehicle	1
The Daminilidae and Lepetopsidae are also not included in the cladogram , because they are exclusively fossil families .	cladogram	The inflorescence contains a few to over a hundred flower heads which contain yellow ray and disc florets .	flower	0
Luetzelburgia Luetzelburgia ( common names include sucupira and angelim ) is a genus of flowering plants in the legume family , Fabaceae .	angelim	""" Well , what do you expect , "" quipped Allen , "" when the tree is in Brooklyn and the sap is in Hollywood . """	tree	1
The dreadnought was long at the waterline , and overall .	dreadnought	The building continued to function as a cider house into the middle of the twentieth century .	building	0
Like the quesadillas , tostadas have a wide variety of toppings and the crunchy tortilla sometimes has unusual flavorings such as sesame seeds and chipotle .	chipotle	Each flower has 4 to 7 , but usually five , yellow petals with wide bases and pointed , ragged tips .	flower	0
Based on all archeological evidence , the design of the trireme most likely pushed the technological limits of the ancient world .	trireme	Residing along İstiklal Avenue is the Çiçek Pasajı , originally built by Greek philanthropist Christakis Zografos as apartment building and shopping center known as Cité de Pera .	building	0
"She was also the world 's largest warship until the completion of HMS "" Warrior "" , Britain 's first ironclad battleship , in 1861 ."	battleship	Alternatively , the radiator may draw air from the flow over the top of the vehicle or from a side-mounted grill .	vehicle	1
The farmhouse is of State significance as a good example of Colonial farmhouse in the Georgian style retaining much of its original form and fabric .	farmhouse	De Zavala was adamant that the long barracks was part of the original building and where the major part of the battle had occurred .	building	1
It is a rather uncommon species of bat and is found in lowland humid forests , dryer dipterocarp forests , hill forests and limestone caves .	dipterocarp	The column marks where the elm tree stood .	tree	1
"In 1946 , he removed the words "" From Zion Shall come forth Torah "" from above the synagogue ark , judging them to be too Zionist ."	synagogue	Electro Energy Inc. , working with CalCars , converted a Toyota Prius from a hybrid electric vehicle to a PHEV using its own bipolar NiMH batteries .	vehicle	0
It was once illegal on safety grounds to pull down a maul , causing the players to fall to the ground .	maul	At 8:30 AM with the highway slippery and visibility reduced due to thick fog , their vehicle collided with another car near Mt. Pleasant , Michigan .	vehicle	0
This bicycle sharing system is sponsored by the municipal government of Rio de Janeiro in partnership with Banco Itaú .	bicycle	The witnesses said that the explosion began at the front of the bus and sent fire down through the vehicle .	vehicle	1
Samu Sunim and a small group of his students moved the Zen Lotus Society into a former flophouse .	flophouse	The basic building block of RCS-2 is shown in the figure .	building	1
It is claimed by Toyota to be the world 's first hybrid minivan .	minivan	The Marengo light commercial vehicle derivatives only have two seats , and have only been equipped with diesel engines .	vehicle	1
Cunningham had been test-flying the airliner de Havilland Dragon .	airliner	Behavior Markup Language ( BML ) is a tool for describing autonomous actor behavior in simulations and computer games .	tool	0
He owns an 18th-century chateau in Northern France .	chateau	The day 's events begin as the visiting dignitary arrives in a special vehicle at the Palacio Real in the Spanish capital of Madrid .	vehicle	0
The project was controversial since it had a major environmental impact and during operations released more greenhouse gases than a comparable oil-fuelled plant .	greenhouse	The 19-year-old Willis leased a building that was previously an automobile showroom and opened The Jazz Temple , a liquor-free coffeehouse and night club , to immediate success .	building	1
"In 2012 , while on patrol in the Persian Gulf , "" Monomoy "" aided in the rescue of six Iranian sailors from their sinking dhow ."	dhow	It was the first building built in Hilo to house multiple businesses in the same structure , and the first not constructed for its owner 's occupancy .	building	0
Suddenly , a gust of wind blows , knocks him against the wall of a nearby toolshed , and covers him in snow .	toolshed	The main building that houses the museum has stained-glass windows , mosaics , and interior patios .	building	1
The glider men of Company G and Company F were pushed back from 500 to 1,000 yards during the intense fighting , but did not break .	glider	De Zavala was adamant that the long barracks was part of the original building and where the major part of the battle had occurred .	building	0
Around the year 2017 is seen by some as being the new peak of a goldilocks economy .	goldilocks	Flower spikes in late bud are used in the cut flower industry , primarily in Western Australia .	flower	1
"The "" fono of matai "" is the executive and judicial authority of every village in Samoa ."	matai	"Let the tokens of fond remembrance in the shrub and flower be there . """	flower	0
The mattock was most likely the main murder weapon when six people were killed in the brutal murders in Hinterkaifeck .	mattock	Officer 's tool The Officer 's tool ( or A tool ) is forcible entry tool used by firefighters .	tool	1
After the Japanese stopped their rain of bombs , a Japanese Lieutenant with 10 men arrived from the mainland on a sampan .	sampan	It was the first building built in Hilo to house multiple businesses in the same structure , and the first not constructed for its owner 's occupancy .	building	0
However , the race was now dominated by the multihulls , with Colas winning on a trimaran and four of the top six finishers being multis .	trimaran	Bell Telephone Building ( Montreal ) The Bell Telephone Building ( ) is a neoclassical office building in Montreal , Quebec , Canada .	building	0
"At the local level throughout Samoa , traditional authority is vested in a chiefs ' council ( "" fono o matai "" ) in each village ."	matai	The stem has 2 stem leaves , from the mid point , upwards , and a long green , spathes ( leaves of the flower bud ) .	flower	0
Delphinium cardinale Delphinium cardinale is a species of larkspur known by the common names scarlet larkspur and cardinal larkspur .	larkspur	Brachymitra Brachymitra is a genus of flower chafers belonging to the family Scarabaeidae , subfamily Cetoniinae .	flower	1
Local monks led a 1,000-strong Buddhist mob to retaliate by burning down Muslim owned businesses and the village mosque .	mosque	Later on , due to an aging building , a new school building was constructed in Mount Zion , West Virginia .	building	1
The first electric sailboat which made a round-the-world tour , including the through the Panama Canal , with only green technologies is EcoSailingProject .	sailboat	In August 1930 , APD got its first police vehicle : a used Ford for $ 63.75 .	vehicle	1
At 08:06 , she fired at the lead ship and scored with a hit on the port quarter .	ship	Chrysler 's lower sales volumes meant that new development and implementation costs made up a larger proportion of a vehicle 's cost compared to Ford and General Motors .	vehicle	1
At Milos , they rendezvoused with Prince George of Greece and Denmark aboard his yacht .	yacht	Mulford Building Mulford Building is a historic light manufacturing loft building located in the Spring Garden neighborhood of Philadelphia , Pennsylvania .	building	0
Wolfratshausen station formerly had a rail connection to the icehouse of the Eberl-Faber brewery , but this has been closed and demolished .	icehouse	The building was converted into the YWCA 's offices as well as a preschool .	building	1
The horse was brought in from a slaughterhouse , killed on set , and then returned to the abattoir for commercial consumption .	abattoir	The impact of the plane severely damaged the structure of the building and caused its partial collapse .	building	1
Luetzelburgia Luetzelburgia ( common names include sucupira and angelim ) is a genus of flowering plants in the legume family , Fabaceae .	angelim	The cover tree uses implicit representation to keep track of repeated points .	tree	1
